,feature,impact,risk_score,correlation,risk_correlation
50,update_weights_loop1.pipe,0.00016714308263917423,0.0008783749268975006,0.1388663310808093,0.00012197670341163
100,update_weights_loop5_1.pipe.off,0.0002616160537285592,0.00016925775583604604,0.7188780083722482,0.00012167567841697305
79,update_weights_loop3_1.pipe.off,0.0002238580177407383,0.00014604321031788607,0.7738847103815202,0.0001130206075200447
6,get_oracle_activations2_loop1.pipe,0.0007640101941695191,0.0005796980526080092,0.11679949695525972,6.770844093055916e-05
262,get_delta_matrix_weights1_loop1_1.unr.full,1.9992143548701217e-05,9.071166362019056e-05,0.6760450080646567,6.132516736367015e-05
124,update_weights_loop8.unr,3.756191814084057e-05,0.00010660618063240366,0.5156228052289907,5.4968577912428476e-05
177,get_delta_matrix_weights3_loop1.pipe,2.4592496990539998e-05,7.811164293490731e-05,0.4170958505617001,3.258004214870698e-05
77,update_weights_loop3_1.unr.full,9.409223769889882e-06,3.771618599044721e-05,0.6701081571422268,2.527392388849205e-05
272,matrix_vector_product_with_bias_second_layer_loop1.pipe,0.0002328064951483121,0.0001906114026562071,0.11263490723841875,2.1469497656766772e-05
58,update_weights_loop1_1.pipe.off,3.588831883728104e-05,1.7405006977164906e-05,0.8217932199837964,1.4303316727604791e-05
211,matrix_vector_product_with_bias_input_layer_loop1.lf,4.920049967981118e-05,3.1263452352689e-05,0.45483383751391393,1.421967600750694e-05
241,matrix_vector_product_with_bias_output_layer_loop1.pipe,0.00012457882141074164,9.766199737957276e-05,0.12558882351777395,1.2265255353296464e-05
31,get_delta_matrix_weights2_loop1_1.pipe.off,3.5748269464588044e-05,2.1041295023553856e-05,0.42896466332232513,9.025972035644495e-06
8,get_oracle_activations2_loop1.lf,0.0008016788359747771,0.0006240736491766549,0.012611013479440325,7.870201201930307e-06
185,get_delta_matrix_weights3_loop1_1.pipe.off,2.1453518114815417e-05,1.4917998446420422e-05,0.5109172588932831,7.6218628744193775e-06
134,update_weights_loop9.pipe,0.00017855512973390125,0.00013388686364846524,0.05042543118845557,6.7513028299438175e-06
157,update_weights_loop11.lf,2.052269855414785e-06,9.1341957827227e-06,0.6182117410395057,5.646867077832711e-06
40,biases1.ap,1.6543086225759203e-05,2.472448933754439e-05,0.12805754326263832,3.1661573629892307e-06
214,matrix_vector_product_with_bias_input_layer_loop1_1.unr.factor,2.4795183534014926e-05,1.4538542976842208e-05,0.014933087636438275,2.1710533637930888e-07
2,get_oracle_activations2.lm,0.0,0.0,0.0,0.0
3,get_oracle_activations2_loop1.unr,0.0,0.0,0.0,0.0
4,get_oracle_activations2_loop1.unr.factor,0.0,0.0,0.0,0.0
5,get_oracle_activations2_loop1.unr.full,0.0,0.0,0.0,0.0
9,get_oracle_activations2_loop1.lm,0.0,0.0,0.0,0.0
15,get_oracle_activations2_loop1_1.lf,0.0,0.0,0.0,0.0
16,get_oracle_activations2_loop1_1.lm,0.0,0.0,0.0,0.0
19,get_delta_matrix_weights2.lm,0.0,0.0,0.0,0.0
20,get_delta_matrix_weights2_loop1.unr,0.0,0.0,0.0,0.0
21,get_delta_matrix_weights2_loop1.unr.factor,0.0,0.0,0.0,0.0
22,get_delta_matrix_weights2_loop1.unr.full,0.0,0.0,0.0,0.0
26,get_delta_matrix_weights2_loop1.lm,0.0,0.0,0.0,0.0
33,get_delta_matrix_weights2_loop1_1.lm,0.0,0.0,0.0,0.0
46,update_weights.lm,0.0,0.0,0.0,0.0
47,update_weights_loop1.unr,0.0,0.0,0.0,0.0
48,update_weights_loop1.unr.factor,0.0,0.0,0.0,0.0
49,update_weights_loop1.unr.full,0.0,0.0,0.0,0.0
53,update_weights_loop1.lm,0.0,0.0,0.0,0.0
60,update_weights_loop1_1.lm,0.0,0.0,0.0,0.0
66,update_weights_loop2.lf,0.0,0.0,0.0,0.0
67,update_weights_loop2.lm,0.0,0.0,0.0,0.0
68,update_weights_loop3.unr,0.0,0.0,0.0,0.0
69,update_weights_loop3.unr.factor,0.0,0.0,0.0,0.0
70,update_weights_loop3.unr.full,0.0,0.0,0.0,0.0
74,update_weights_loop3.lm,0.0,0.0,0.0,0.0
81,update_weights_loop3_1.lm,0.0,0.0,0.0,0.0
87,update_weights_loop4.lf,0.0,0.0,0.0,0.0
88,update_weights_loop4.lm,0.0,0.0,0.0,0.0
89,update_weights_loop5.unr,0.0,0.0,0.0,0.0
90,update_weights_loop5.unr.factor,0.0,0.0,0.0,0.0
91,update_weights_loop5.unr.full,0.0,0.0,0.0,0.0
95,update_weights_loop5.lm,0.0,0.0,0.0,0.0
102,update_weights_loop5_1.lm,0.0,0.0,0.0,0.0
108,update_weights_loop6.lf,0.0,0.0,0.0,0.0
109,update_weights_loop6.lm,0.0,0.0,0.0,0.0
110,update_weights_loop7.unr,0.0,0.0,0.0,0.0
111,update_weights_loop7.unr.factor,0.0,0.0,0.0,0.0
112,update_weights_loop7.unr.full,0.0,0.0,0.0,0.0
116,update_weights_loop7.lm,0.0,0.0,0.0,0.0
123,update_weights_loop7_1.lm,0.0,0.0,0.0,0.0
129,update_weights_loop8.lf,0.0,0.0,0.0,0.0
130,update_weights_loop8.lm,0.0,0.0,0.0,0.0
131,update_weights_loop9.unr,0.0,0.0,0.0,0.0
132,update_weights_loop9.unr.factor,0.0,0.0,0.0,0.0
133,update_weights_loop9.unr.full,0.0,0.0,0.0,0.0
137,update_weights_loop9.lm,0.0,0.0,0.0,0.0
144,update_weights_loop9_1.lm,0.0,0.0,0.0,0.0
145,update_weights_loop10.unr,0.0,0.0,0.0,0.0
146,update_weights_loop10.unr.factor,0.0,0.0,0.0,0.0
147,update_weights_loop10.unr.full,0.0,0.0,0.0,0.0
150,update_weights_loop10.lf,0.0,0.0,0.0,0.0
151,update_weights_loop10.lm,0.0,0.0,0.0,0.0
